sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,log_renda
F,False,True,0,Pensionista,Secundário,Separado,Casa,59,0.0,1.0,3028.73,8.015898668724699
F,True,False,1,Empresário,Superior completo,Solteiro,Casa,27,4.523287671232877,2.0,3619.63,8.194127089651273
M,True,False,1,Assalariado,Superior completo,Solteiro,Casa,40,17.043835616438358,2.0,15375.48,9.640529311699595
F,True,True,2,Assalariado,Secundário,Casado,Casa,36,3.3479452054794514,4.0,2943.49,7.987351231146425
F,False,True,0,Pensionista,Secundário,Casado,Casa,59,0.0,2.0,5131.34,8.543122112632792
F,False,False,0,Assalariado,Superior completo,Separado,Casa,44,19.45205479452055,1.0,15351.7,9.638981496068773
F,False,True,0,Empresário,Secundário,Casado,Casa,47,8.926027397260274,2.0,4679.37,8.450918764465612
F,True,True,1,Assalariado,Secundário,Casado,Casa,38,15.232876712328768,3.0,8370.15,9.032427084469893
F,False,True,0,Pensionista,Secundário,Separado,Casa,54,0.0,1.0,1684.14,7.4290103267386405
M,True,True,1,Assalariado,Superior completo,Casado,Casa,47,3.1150684931506847,3.0,3030.06,8.016337700287556
F,False,True,0,Pensionista,Primário,Casado,Casa,61,0.0,2.0,1804.71,7.498155193039062
F,True,False,0,Assalariado,Secundário,Casado,Casa,31,5.298630136986302,2.0,1526.67,7.330844171843851
F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,7799.99,8.961877730625579
F,False,False,1,Assalariado,Secundário,Viúvo,Casa,41,7.265753424657534,2.0,6390.86,8.762624123605308
F,False,True,0,Assalariado,Secundário,Casado,Casa,55,8.471232876712326,2.0,6581.12,8.791960222600771
F,True,False,1,Assalariado,Secundário,Casado,Casa,50,6.802739726027397,3.0,1664.58,7.4173281183413415
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,57,11.835616438356164,1.0,5297.08,8.574911004318906
F,False,True,1,Empresário,Secundário,União,Casa,40,3.6986301369863015,3.0,2837.94,7.950833715847452
M,True,True,0,Assalariado,Secundário,Casado,Casa,40,22.19178082191781,2.0,35747.12,10.484224985436509
M,False,False,0,Assalariado,Secundário,Solteiro,Casa,24,2.375342465753425,1.0,3329.12,8.110463283786272
F,False,True,0,Assalariado,Superior completo,Casado,Casa,28,2.5506849315068494,2.0,2086.16,7.643080334440952
F,False,True,0,Assalariado,Secundário,Casado,Casa,57,4.865753424657535,2.0,3303.7,8.10279833148691
F,False,True,1,Assalariado,Secundário,Separado,Casa,47,0.2164383561643836,2.0,5116.81,8.540286476984193
F,True,True,0,Servidor público,Secundário,Casado,Casa,51,23.31232876712329,2.0,17716.87,9.782272571988146
F,False,True,0,Empresário,Secundário,Casado,Casa,28,6.2027397260273975,2.0,813.29,6.701087749511253
F,False,True,3,Empresário,Superior incompleto,Casado,Casa,33,6.0465753424657525,5.0,7725.87,8.95232971678386
M,False,False,0,Assalariado,Superior incompleto,Casado,Casa,27,0.7561643835616438,2.0,1928.65,7.564575555282067
F,False,True,0,Assalariado,Secundário,Casado,Casa,55,8.471232876712326,2.0,7100.13,8.867868372720938
F,False,True,0,Assalariado,Superior completo,Viúvo,Casa,63,5.846575342465752,1.0,2091.6,7.645684602313976
F,False,True,1,Assalariado,Superior completo,Casado,Casa,38,8.293150684931506,3.0,6980.37,8.8508572029475
F,False,True,1,Empresário,Superior completo,Casado,Casa,43,4.0191780821917815,3.0,4085.63,8.315231218169213
F,True,False,1,Empresário,Superior completo,Casado,Casa,39,6.898630136986301,3.0,953.28,6.859908669524917
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,61,0.0,1.0,7946.55,8.980493151195352
F,False,False,0,Pensionista,Secundário,Separado,Casa,56,0.0,1.0,1292.0,7.163946684342547
M,False,False,1,Assalariado,Secundário,Casado,Casa,36,3.624657534246576,3.0,6648.79,8.802190162206882
F,False,True,3,Empresário,Secundário,Casado,Casa,35,2.115068493150685,5.0,12294.44,9.416902406642684
F,False,True,0,Assalariado,Secundário,Casado,Casa,64,9.183561643835615,2.0,3081.21,8.033077655962314
F,False,False,2,Assalariado,Superior incompleto,Casado,Com os pais,36,8.186301369863013,4.0,4967.87,8.51074645579912
F,False,False,0,Empresário,Superior completo,Casado,Casa,37,13.276712328767124,2.0,8952.08,9.099641186502321
F,False,True,1,Assalariado,Superior completo,Casado,Casa,29,8.665753424657536,3.0,5907.34,8.683950924479298
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,0.0,2.0,5933.98,8.688450430437268
F,True,True,1,Assalariado,Superior completo,Casado,Casa,36,1.0767123287671232,3.0,2831.69,7.948628985545232
F,False,False,0,Empresário,Primário,Casado,Governamental,52,0.6328767123287671,2.0,1854.41,7.525321865150757
F,False,False,0,Pensionista,Secundário,Solteiro,Casa,61,0.0,1.0,2159.99,7.677858871037865
F,True,True,0,Assalariado,Secundário,Solteiro,Casa,50,5.764383561643837,1.0,1233.79,7.1178460117013564
M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,1870.71,7.53407331693313
M,True,True,0,Assalariado,Secundário,Casado,Casa,55,2.8575342465753426,2.0,2884.24,7.967016712695555
F,False,True,0,Assalariado,Secundário,Casado,Casa,44,1.7945205479452055,2.0,702.08,6.554047357646811
M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,1276.69,7.152026070101966
F,False,True,3,Servidor público,Superior completo,Casado,Casa,43,20.27671232876712,5.0,2891.85,7.969651714713588
F,False,True,1,Assalariado,Superior completo,Casado,Casa,50,27.65479452054794,3.0,16627.7,9.718825258352663
M,False,False,1,Assalariado,Secundário,Casado,Casa,36,3.624657534246576,3.0,6648.79,8.802190162206882
M,True,True,2,Assalariado,Secundário,Casado,Casa,24,2.7890410958904117,4.0,1827.35,7.510622108911875
M,True,True,1,Servidor público,Superior completo,Casado,Casa,31,13.471232876712326,3.0,15197.29,9.628872401465227
F,False,False,2,Assalariado,Superior completo,Casado,Com os pais,41,20.86027397260274,4.0,7958.21,8.981959379178537
M,True,True,1,Empresário,Secundário,Casado,Casa,41,11.627397260273971,3.0,5082.97,8.533651015403123
F,True,True,3,Assalariado,Secundário,Casado,Casa,38,10.967123287671232,5.0,5519.41,8.616026249500662
F,False,False,0,Servidor público,Superior completo,Separado,Com os pais,53,5.454794520547946,1.0,3537.57,8.171195329741579
F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,1375.05,7.226245373075894
F,True,True,1,Empresário,Superior completo,Solteiro,Casa,38,5.769863013698631,2.0,607.89,6.409993944545348
F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,42,8.104109589041098,1.0,2260.31,7.723257251001235
M,True,False,0,Assalariado,Superior completo,Casado,Casa,45,4.287671232876712,2.0,3106.49,8.041248750441751
F,False,True,0,Pensionista,Secundário,Separado,Casa,59,0.0,1.0,3028.73,8.015898668724699
F,True,True,2,Assalariado,Superior completo,Solteiro,Casa,38,1.1561643835616435,3.0,4965.06,8.5101806609984
F,False,True,0,Assalariado,Secundário,Casado,Casa,51,11.413698630136984,2.0,1948.23,7.574676547047983
F,False,True,2,Assalariado,Secundário,Casado,Casa,40,3.4547945205479453,4.0,16611.47,9.717848699594438
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,57,0.0,1.0,3010.49,8.009858135191628
F,False,True,0,Empresário,Superior completo,Viúvo,Casa,55,6.3780821917808215,1.0,1726.03,7.453579252720595
F,True,False,0,Assalariado,Superior completo,Casado,Governamental,49,5.493150684931507,2.0,2007.63,7.60471020088491
F,False,False,0,Assalariado,Secundário,Casado,Casa,57,3.1643835616438367,2.0,2794.3,7.9353369069948645
F,False,True,1,Assalariado,Secundário,Casado,Casa,35,9.12054794520548,3.0,2478.46,7.815392678536772
M,True,True,0,Assalariado,Superior completo,Casado,Casa,32,5.013698630136987,2.0,3737.29,8.226116028829408
M,True,True,1,Assalariado,Secundário,Casado,Casa,31,9.89315068493151,3.0,6977.17,8.85039866941565
F,False,False,0,Empresário,Secundário,Casado,Casa,50,4.931506849315068,2.0,825.29,6.71573483971922
M,True,True,0,Servidor público,Superior completo,Casado,Casa,38,0.463013698630137,2.0,2325.56,7.751716149234346
M,True,True,1,Assalariado,Secundário,Casado,Casa,41,6.953424657534248,3.0,1924.71,7.562530586022482
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,3414.81,8.135877133561054
F,True,True,0,Empresário,Secundário,Casado,Casa,40,3.895890410958904,2.0,3697.59,8.215436535059514
F,False,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,1146.6,7.044556320474283
M,False,False,2,Assalariado,Secundário,Casado,Com os pais,40,0.7753424657534247,4.0,2063.33,7.632076461500342
F,True,False,1,Assalariado,Superior completo,Casado,Com os pais,30,5.153424657534247,3.0,2963.48,7.994119532428336
F,True,True,0,Pensionista,Superior completo,Casado,Casa,67,0.0,2.0,5885.1,8.68017901190345
F,True,False,0,Assalariado,Superior completo,Casado,Com os pais,28,4.909589041095892,2.0,1325.53,7.18956765844165
F,False,True,1,Servidor público,Secundário,Casado,Casa,39,6.882191780821918,3.0,3200.63,8.071102944410478
F,False,True,0,Assalariado,Secundário,Casado,Casa,45,1.6410958904109592,2.0,3049.17,8.022624701419517
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,6.786301369863014,4.0,5887.87,8.680649581360624
F,False,False,1,Assalariado,Superior incompleto,União,Casa,34,8.517808219178082,3.0,11880.3,9.382636845123049
F,False,True,0,Assalariado,Secundário,Casado,Casa,51,14.643835616438356,2.0,2538.29,7.839245904946161
M,True,True,1,Servidor público,Secundário,Casado,Casa,32,9.805479452054792,3.0,12410.0,9.426257878198653
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,63,31.750684931506854,1.0,6475.32,8.77575330619599
F,True,True,0,Assalariado,Secundário,Viúvo,Casa,45,3.854794520547945,1.0,2354.02,7.76387978396085
M,True,True,1,Servidor público,Secundário,Casado,Casa,32,10.764383561643836,3.0,24277.98,10.097325045666324
M,True,True,1,Assalariado,Secundário,Solteiro,Casa,40,4.6876712328767125,2.0,4686.99,8.452545864359516
M,True,False,0,Assalariado,Superior completo,Casado,Casa,42,1.6739726027397257,2.0,2374.84,7.772685345778335
F,False,False,0,Assalariado,Superior completo,Casado,Casa,38,6.183561643835616,2.0,2493.89,7.82159901941324
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,57,0.0,1.0,2480.96,7.816400861030594
M,True,True,2,Assalariado,Secundário,Casado,Casa,29,3.7013698630136975,4.0,4739.37,8.463659494463215
F,False,True,0,Pensionista,Secundário,Casado,Casa,63,0.0,2.0,3978.78,8.288730518624426
F,False,True,0,Empresário,Secundário,Casado,Casa,46,2.5342465753424657,2.0,2375.06,7.772777979307528
M,True,True,1,Pensionista,Secundário,Casado,Casa,51,0.0,3.0,2193.0,7.693025748417888
M,True,True,1,Assalariado,Superior completo,Separado,Casa,44,6.934246575342466,2.0,7467.41,8.918303497791323
M,True,True,0,Assalariado,Superior completo,Solteiro,Casa,27,1.1726027397260277,1.0,2523.7,7.8334813576427775
F,True,False,1,Assalariado,Superior completo,Casado,Casa,36,7.052054794520547,3.0,5210.42,8.558415745701717
M,True,True,0,Assalariado,Superior incompleto,Casado,Com os pais,29,0.2547945205479452,2.0,5077.28,8.532530964106186
F,True,True,0,Assalariado,Superior completo,Casado,Casa,32,9.556164383561644,2.0,1633.46,7.398455743444091
F,False,True,0,Assalariado,Superior completo,Casado,Casa,60,23.263013698630136,2.0,4303.09,8.367088648260122
F,False,True,2,Assalariado,Secundário,Casado,Casa,42,1.9616438356164383,4.0,1273.46,7.149492884424848
F,True,True,1,Empresário,Secundário,Casado,Governamental,44,21.86027397260274,3.0,4913.37,8.499715339733939
F,False,True,0,Assalariado,Secundário,Casado,Casa,27,6.846575342465752,2.0,3574.41,8.181555406543305
F,False,True,0,Assalariado,Secundário,União,Casa,34,7.465753424657534,2.0,1957.57,7.579459187123417
F,False,True,0,Pensionista,Secundário,Casado,Casa,67,0.0,2.0,736.52,6.601936390999019
F,False,True,1,Assalariado,Superior completo,Casado,Casa,32,8.123287671232879,3.0,5624.1,8.634816214271256
M,True,True,0,Pensionista,Secundário,Casado,Casa,56,0.0,2.0,5116.93,8.54030992882096
F,True,True,1,Empresário,Secundário,Casado,Casa,42,5.758904109589041,3.0,2294.54,7.738287666674872
F,False,False,1,Assalariado,Superior completo,Casado,Com os pais,48,7.104109589041097,3.0,8265.71,9.019870910981764
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,33,4.627397260273972,1.0,10688.95,9.276965776556953
F,False,True,0,Assalariado,Secundário,Casado,Casa,45,1.6410958904109592,2.0,3453.77,8.147221667027953
F,True,False,0,Assalariado,Secundário,Solteiro,Casa,26,0.8301369863013699,1.0,3510.91,8.163630542117296
F,False,False,1,Assalariado,Secundário,União,Casa,33,7.526027397260274,3.0,2570.73,7.851945184248248
F,False,False,0,Assalariado,Superior completo,União,Casa,41,14.189041095890412,2.0,3928.83,8.276096950615246
F,False,True,1,Empresário,Secundário,Casado,Casa,40,4.216438356164384,3.0,1978.67,7.590180180813807
F,True,True,0,Assalariado,Secundário,União,Casa,57,1.0876712328767124,2.0,327.51,5.791518588960288
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,26.528767123287672,1.0,3391.99,8.12917204879424
F,False,False,0,Empresário,Superior completo,Casado,Casa,30,7.432876712328768,2.0,2951.87,7.9901941468102855
F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,0.0,2.0,4167.64,8.335105207342052
M,False,False,0,Empresário,Secundário,Casado,Casa,38,4.287671232876712,2.0,5449.72,8.603319510190701
F,False,True,0,Empresário,Superior completo,Casado,Casa,40,9.41095890410959,2.0,2648.85,7.881880862527243
M,True,True,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,12916.72,9.466277875137116
F,False,False,0,Empresário,Secundário,Casado,Casa,47,8.438356164383563,2.0,2971.05,7.9966707046713825
F,False,True,1,Servidor público,Secundário,Casado,Casa,40,7.120547945205479,3.0,2594.12,7.861002624407789
F,True,True,2,Servidor público,Superior completo,Casado,Casa,40,12.649315068493149,4.0,11238.1,9.327065070013047
F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,2108.13,7.65355657758897
M,False,True,0,Assalariado,Secundário,Solteiro,Casa,34,14.506849315068491,1.0,2227.6,7.708680051715514
F,False,False,2,Assalariado,Secundário,Casado,Casa,36,7.4520547945205475,4.0,1423.74,7.261042491031721
F,True,False,0,Assalariado,Superior completo,Solteiro,Casa,43,15.02191780821918,1.0,1306.5,7.1751070849606675
F,False,False,0,Assalariado,Secundário,Casado,Casa,50,3.1780821917808217,2.0,3335.63,8.112416846056544
F,False,False,2,Servidor público,Superior completo,Casado,Casa,30,7.693150684931508,4.0,2168.67,7.681869355406736
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,66,0.0,1.0,2018.24,7.609981123475286
M,True,True,0,Empresário,Secundário,Casado,Casa,48,1.2684931506849315,2.0,8796.72,9.082134203713496
F,False,False,0,Assalariado,Secundário,Casado,Casa,38,3.8465753424657536,2.0,1798.39,7.494647099185692
M,True,False,0,Assalariado,Secundário,Casado,Casa,24,6.372602739726028,2.0,5454.04,8.60411189744538
F,False,True,0,Assalariado,Secundário,Separado,Casa,53,2.9616438356164383,1.0,2472.82,7.813114478782611
M,True,True,0,Assalariado,Secundário,Casado,Casa,47,4.4301369863013695,2.0,3756.99,8.231373383872263
F,False,False,1,Empresário,Secundário,Casado,Com os pais,37,3.2109589041095887,3.0,2453.86,7.805417573928708
F,True,False,1,Assalariado,Superior completo,Casado,Casa,32,10.671232876712333,3.0,20139.9,9.91045820101693
M,False,False,0,Assalariado,Superior completo,União,Casa,41,0.5452054794520548,2.0,917.9,6.822088452225045
F,True,True,0,Empresário,Superior completo,Solteiro,Com os pais,26,3.2684931506849315,1.0,3245.0,8.08487062913819
M,False,False,0,Assalariado,Superior completo,Casado,Casa,26,8.301369863013699,2.0,11164.57,9.320500650321678
F,False,True,0,Assalariado,Secundário,Casado,Casa,50,5.958904109589041,2.0,2389.76,7.778948221473248
F,False,False,0,Assalariado,Superior completo,Casado,Casa,46,0.536986301369863,2.0,5951.31,8.69136664237347
F,False,True,1,Empresário,Superior incompleto,Casado,Casa,28,7.167123287671232,3.0,1306.93,7.1754361544240775
F,False,True,0,Servidor público,Secundário,Casado,Casa,53,34.649315068493145,2.0,5153.68,8.547466301585915
F,True,True,1,Empresário,Secundário,Casado,Casa,41,0.7890410958904109,3.0,1066.74,6.972362547756536
F,False,True,0,Pensionista,Primário,Casado,Casa,60,0.0,2.0,870.73,6.769331940277187
M,False,True,0,Assalariado,Superior incompleto,Casado,Casa,31,9.161643835616438,2.0,3054.77,8.024459582355819
M,True,False,1,Assalariado,Superior completo,Casado,Casa,35,2.9534246575342467,3.0,1769.56,7.4784862070942415
M,True,True,1,Assalariado,Secundário,Casado,Casa,43,6.136986301369863,3.0,7624.5,8.939122025555067
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,63,8.772602739726027,1.0,3588.12,8.185383667435476
F,False,False,0,Assalariado,Superior completo,Casado,Casa,48,15.868493150684932,2.0,3461.11,8.149344625852041
F,False,False,1,Assalariado,Secundário,Separado,Casa,33,12.446575342465753,2.0,5116.26,8.540178982361263
M,False,True,0,Empresário,Secundário,Casado,Com os pais,24,1.5506849315068494,2.0,429.8,6.06331998420841
F,False,False,0,Empresário,Secundário,União,Casa,25,3.687671232876713,2.0,1787.34,7.4884837600723495
F,True,False,0,Empresário,Secundário,Casado,Casa,42,4.778082191780823,2.0,3217.05,8.07622006954908
M,True,True,0,Assalariado,Secundário,Solteiro,Casa,39,5.706849315068491,1.0,4905.73,8.498159188652526
F,False,True,0,Pensionista,Superior completo,Solteiro,Governamental,64,0.0,1.0,7129.28,8.871965526542159
F,True,True,0,Empresário,Superior completo,Casado,Casa,40,4.534246575342466,2.0,1094.63,6.998171685606309
F,False,False,1,Assalariado,Secundário,Solteiro,Governamental,30,3.1780821917808217,2.0,3356.47,8.11864510545714
M,True,False,0,Empresário,Superior incompleto,Solteiro,Casa,25,3.4547945205479453,1.0,4391.27,8.387373758081479
F,False,True,1,Assalariado,Superior completo,Casado,Casa,29,8.665753424657536,3.0,3650.16,8.202526281232222
F,False,False,2,Assalariado,Superior incompleto,Casado,Casa,30,10.849315068493151,4.0,8227.84,9.01527880478893
F,True,False,0,Assalariado,Superior completo,União,Casa,39,6.665753424657535,2.0,1202.73,7.092349251881756
M,True,True,2,Servidor público,Secundário,Casado,Casa,36,15.29041095890411,4.0,41517.52,10.633870785805366
F,False,False,3,Assalariado,Secundário,Casado,Casa,36,1.5123287671232877,5.0,5070.88,8.53126965154342
